id,pdfs
ZYDUSLIFE,['https://www.bseindia.com/xml-data/corpfiling/AttachHis/09ef84d9-f00a-4a59-a65c-dfc08c6a8f2c.pdf']
ZOMATO,['https://www.bseindia.com/xml-data/corpfiling/AttachHis/ab4d167b-7e75-4bf8-a51d-71a903cd7870.pdf']
WIPRO,['https://www.bseindia.com/xml-data/corpfiling/AttachHis/46c6a646-a20e-4dcd-b4ab-05c524bb7404.pdf']
