,id,pdfs
34,EICHERMOT,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b18b8106-7a2c-42b7-ac56-72bfc33385ca.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa9c57d0-4244-46d9-9668-9edfe2bee4f8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=362d9310-ca36-4e46-ac4a-db5e8a6a1700.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29ea8294-2af5-42ac-852b-10b39f117168.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a0e449ca-ed3d-423b-ac5d-1a27d3e1310d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8eec0cad-3e4c-4a28-ae93-da94b41de509.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6f96193b-fce0-41d4-b23a-0b95ae3dc15e.pdf', 'https://www.eicher.in/uploads/1645519795_conference-call-transcripts-Q3.pdf', 'https://www.eicher.in/uploads/1636698383_conference-call-transcripts-Q2.pdf', 'https://www.eicher.in/uploads/1632983315_conference-call-transcripts-Q1.pdf', 'https://www.eicher.in/uploads/1622702179_conference-call-transcripts-Q4.pdf', 'http://www.eicher.in/uploads/1613731299_eicher-motors-earnings-call-transcript-for-3Q-FY-2020-21.pdf', 'http://www.eicher.in/uploads/1606471076_eicher-motors-earnings-call-transcript-for-2Q-FY-2020-21.pdf', 'http://www.eicher.in/uploads/1604902542_Eicher-Motors-Earnings-Call-Transcript-for-1Q-FY-2020-21.pdf', 'http://www.eicher.in/uploads/1592907982_Eicher%20Motors%20Earnings%20Call%20Transcript%20for%204Q%20FY%202019-20.pdf', 'http://www.eicher.in/uploads/1581395251_Eicher_Motors_Earnings_Call_Transcript_for_3Q_FY_2019-20.pdf', 'http://www.eicher.in/uploads/1574076867_Eicher_Motors_Earnings_Call_Transcript_for_2Q_FY_2019-20.pdf', 'http://www.eicher.in/uploads/1566622667_Eicher_Motors_Earnings_Call_Transcript_for_1Q_FY_2019-20.pdf', 'http://www.eicher.in/uploads/1568091380_Eicher_Motors_Earnings_Call_Transcript_for_4Q_FY_2018-19.pdf', 'http://www.eicher.in/uploads/1551154263_Eicher-motors-earnings-call-transcript-for-3Q-FY-2018-19.pdf', 'http://www.eicher.in/uploads/1542974116_Eicher_Motors_Earnings_Call_Transcript_for_2Q_FY_2018-19.pdf', 'http://www.eicher.in/uploads/1534392780_Eicher_Motors_Earnings_Call_Transcript_for_1Q_FY_2018-19.pdf', 'http://www.eicher.in/uploads/1532327065_Eicher_Motors_Earnings_Call_Transcript_for_4Q_FY_2017-18.pdf', 'http://www.eicher.in/uploads/1532326923_Eicher_Motors_Earnings_Call_Transcript_for_3Q_FY_2017-18.pdf', 'http://www.eicher.in/uploads/1532326857_Eicher_Motors_Earnings_Call_Transcript_for_2Q_FY_2017-18.pdf', 'http://www.eicher.in/uploads/1532521344_Eicher_Motors_Earnings_Call_Transcript_for_1Q_FY_2017-18.pdf', 'http://www.eicher.in/uploads/1532170858_Eicher_Motors_Earnings_Call_Transcript_for_4Q_FY_2016-17.pdf', 'http://www.eicher.in/uploads/1532170858_Eicher_Motors_Earnings_Call_Transcript_for_1Q_FY_2016-17.pdf', 'http://www.eicher.in/uploads/1532166297_Eicher_Motors_Earnings_Call_Transcript_for_5Q_FY_2015-16.pdf']"
35,DRREDDY,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29da498c-abc9-4d35-a023-4faa81a6a3ad.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2008f3a2-a722-4129-83f1-ba1d581a4775.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=41545471-d094-48b8-a623-25399fc999c4.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fae1a21e-e7a1-46f1-aa92-bfef5f9ed429.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=058c4452-7011-4d57-8bec-f4115564e925.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ba2cb01-418b-4457-883b-d648d156042e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e53b687-6924-42b6-832f-982ad90bc60b.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=73faad30-771d-4f74-bf20-e0148f12b497.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bfcf98f9-8ca9-4d36-b2dc-9ad85d148ec2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca75fd8e-c729-4e3f-abee-fcaa98e63413.pdf', 'https://www.drreddys.com/media/875729/earnings-call-transcript-q4-fy-20.pdf', 'https://www.drreddys.com/media/836259/earnings-call-transcript-q3fy20.pdf', 'https://www.drreddys.com/media/818995/dr-reddys-earnings-call-transcript-q2fy20.pdf', 'https://www.drreddys.com/media/904546/earnings-call-transcript-q1-fy20.pdf', 'https://www.drreddys.com/media/501338/call-transcript-q4fy17.pdf', 'https://www.drreddys.com/media/373227/earnings-call-transcript-q2-17.pdf', 'https://www.drreddys.com/media/362393/earning-call-q1-17.pdf', 'https://www.drreddys.com/media/145714/earnings-30july-2015.pdf', 'https://www.drreddys.com/media/124673/q4-fy15-earnings-call-transcript.pdf']"
36,DIVISLAB,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=993e7524-b3b5-4889-83a9-97caea251c8f.pdf', 'https://www.divislabs.com/wp-content/uploads/2023/11/Earnings-Call_Audio_Q2_FY24.webm', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=569ae845-3f2a-4a84-a5e1-644f77c8448c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=49127dac-7949-4649-ace1-b62bfc5dd2ac.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=503f403c-2d96-42ae-832b-824d14242a34.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8114e526-7445-4a31-93b7-8a5e01acdc0c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e6d5576-4363-4ef4-bb98-c872b68d7cb2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6b8880f6-0a64-459c-882e-758981cd0182.pdf', 'https://www.divislabs.com/wp-content/uploads/2022/02/Earnings-call-transcript-Q3FY22_11.02.2022-1.pdf', 'https://www.divislabs.com/wp-content/uploads/2021/11/Earnings-call-transcript-06Nov-2021.pdf', 'https://www.divislabs.com/wp-content/uploads/2021/06/Earnings-call-transcript-29.05.2021_DivisLab-website.pdf', 'https://www.divislabs.com/wp-content/uploads/2021/03/DivisLabs-Earnings-Feb06-2021_website.pdf', 'https://www.divislabs.com/wp-content/uploads/2020/11/Transcript-of-Earnings-Conference-Call-Q2-FY-21-dated-07.11.2020.pdf', 'https://divislabs-com.wpcdn-a.com/wp-content/uploads/2020/08/Transcript-of-Earnings-Conference-Call-Q1-FY-21-dated-08.08.2020.pdf', 'https://www.divislabs.com/wp-content/uploads/2018/09/DivisLab-Conference-call-March-27-2017-Transcript.pdf']"
37,COALINDIA,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bea172db-79a1-47a6-8e84-ee41083b1b97.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=570566aa-6f2f-4bc1-917d-1ca4b6db77c9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63286c38-800f-4e7a-b082-4e264f695a9a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38fd923f-988a-4b14-abe5-46d46f0c89ac.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aacc0369-3904-40dd-90c8-5302808428da.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=84e164e5-68c5-43c2-8df5-9f67e7c94740.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3ef01782-e352-477a-9f8c-f10f6f5c34fb.pdf', 'https://www.coalindia.in/media/documents/Transcript_for_Analyst_Con-call_held_on_12th_Feb21.pdf', 'https://www.coalindia.in/media/documents/Coal_India_2QFY21_Earnings_Call_Transcript.pdf', 'https://www.coalindia.in/media/documents/EmkayGlobal-CoalIndia-Sep04-2020.doc', 'https://www.coalindia.in/media/documents/ICICISec-CoalIndiaLtd-June29-2020_2.docx']"
38,CIPLA,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/b6dc9897-3c64-4c9e-bdd2-2c4734877009.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6983bc6f-fcdf-48bd-9c0d-25dd844f1337.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=37335843-93ef-4383-a671-7add0ceb599d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82aaa297-a625-43f0-be1c-c8cd98de3be3.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=94ef8610-d71d-44ae-8220-07330ea704ac.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28b4fd36-0ffb-4f8e-8f27-5a52843fb9d0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c6b0341-ed61-4735-aedd-d0f29a935bd2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c58919b-3e59-48a4-ad7c-dd5885259717.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=347fe67b-3a75-48b1-92d3-c24b6e6790a5.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa25daa3-1349-4955-bda7-4d247f5c0976.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b053ace1-599a-4738-a4c7-0168aaf72a82.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f43e1db9-7457-4040-9f41-a1651ad030fa.pdf', 'https://www.cipla.com/sites/default/files/Earning-call-transcript-Q1FY22.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a3e069dd-9619-4467-9bb2-4b56e4e41006.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=441879b8-ac08-42b9-9e21-44f3833d1faa.pdf', 'https://www.cipla.com/sites/default/files/Transcript_Q3FY21_Unudited_Financial_Results_31st_December_2020.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78263cd8-dc43-4606-90ab-f795e2aea50d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=24a23c98-1f5c-4b9a-9054-166403fa6d2b.pdf', 'https://www.cipla.com/sites/default/files/Earnings%20call%20transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e02f8b42-ef23-4508-8224-9b6858e76569.pdf', 'https://www.cipla.com/sites/default/files/Transcript%20-%20Q1FY21%20Unudited%20Financial%20Results%2030th%20June%202020_0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=34383223-1d85-4796-93ad-357a839af754.pdf', 'https://www.cipla.com/sites/default/files/Earnings%20call%20transcript%20Q4FY20.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dcd4b23f-031b-4b68-9153-e59c19b704af.pdf', 'https://www.cipla.com/sites/default/files/Transcript-%20Q3FY20%20Unaudited%20Financial%20Results%2031st%20Dec%202019.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca5481ce-a5ae-4d0b-96a4-aef437c9a208.pdf', 'https://www.cipla.com/sites/default/files/Letter%20-%20W_2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aaa3665e-90d2-48c8-a456-4363ae4b059e.pdf', 'https://www.cipla.com/sites/default/files/Earnings_Call_Transcript_Q1_FY20.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=879b6184-ebc5-402c-bb27-871f43f1c17d.pdf', 'https://www.cipla.com/sites/default/files/1559056375_Letter%2055_0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=abb67258-8386-4fd2-964f-0cee9f1b773a.pdf', 'https://www.cipla.com/sites/default/files/2019-03/Q3%20FY%2019%20Earnings%20Call%20Transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=067beff1-22cd-4c87-9d8d-a80577bda42a.pdf', 'https://www.cipla.com/sites/default/files/2019-01/Transcript-%20Q2FY19%20Unaudited%20Financial%20Results%2030th%20Sept%202018.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dbc47dcc-0024-4f2b-8889-f65703c014e6.pdf', 'https://www.cipla.com/sites/default/files/2019-01/Transcript-%20Q1FY19%20Unaudited%20Financial%20Results%2030th%20Jun%202018.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fd38558c-355f-4c1b-a489-711691ce7da9.pdf']"
39,BRITANNIA,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/41a7f40f-ab87-4253-8dbf-229267cd7116.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6554c9e1-0461-44b9-a30e-26afdeae1d19.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=005b1bcb-9092-48e5-8935-e388843ac75d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4b646e1-4d2a-4cb8-8339-13fb0e2d0bce.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9144eb59-87ba-4fac-9b94-b2ae7ca8e45e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a6b1b99c-17fb-4d70-95ed-a597af4edf95.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77cd6665-5723-49a6-9356-a2a0cbdf01aa.pdf', 'http://britannia.co.in/pdfs/Presentations/Q1-21-22-Conference-Call-Transcript-2nd-Aug.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Earnings-Apr27-2021.pdf', 'http://britannia.co.in/pdfs/Presentations/Q3-earnings-call-Transcript.pdf', 'http://britannia.co.in/pdfs/Presentations/Earnings-Conference-Call-Transcript-20-Oct.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Earnings-Conference-Call-17th-July.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Earnings-Call-Transcript-10th-Feb.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Conference-Call-Transcript-15th-Nov.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Call-Transcript-9-Aug-2019.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Call-Transcript-2-May-2019.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Call-Transcript-11-Feb-2019.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Call-Transcript-13-Nov-2018.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Conference-Call-17thMay2018.pdf', 'http://britannia.co.in/pdfs/Presentations/Britannia-Transcript-14-Feb-2018.pdf', 'http://britannia.co.in/pdfs/Presentations/Q2-17-18-Conference-Call-Transcript15Nov2017.pdf', 'http://britannia.co.in/pdfs/Presentations/Q1_17-18_ConferenceCall_Transcript_9thAug2017.pdf', 'http://britannia.co.in/pdfs/Presentations/Q4ConferenceCallTranscript30thMay2017.pdf', 'http://britannia.co.in/pdfs/Presentations/Q316-17-Analyst-Conference-Call-Transcript.pdf', 'http://britannia.co.in/pdfs/Presentations/Q216-17AnalystConferenceCallTranscript.pdf', 'http://britannia.co.in/pdfs/Presentations/Q1-16-17-Analyst-Conference-Call-Transcript.pdf', 'http://britannia.co.in/pdfs/Presentations/BritanniaEarnings-May23-2016-Transcript.pdf']"
40,BHARTIARTL,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0eeab431-23fd-430c-b708-37ed32014395.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c8b3a81b-b06b-4d75-beb6-4214d18d9c92.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f6c09d0d-087a-4fca-9fb4-da8eaf2110c0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ddecd5c8-8630-437e-9fce-93361653788c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=995ee065-4924-4c7e-89f7-b3f117e269d4.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5effd051-af8d-4229-8cc4-22f617e163f8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=668517fd-c240-4c17-b471-68032b658835.pdf']"
41,BPCL,"['https://www.bharatpetroleum.in/images/files/Concall%20Transcript%20Q2.pdf', 'https://www.bharatpetroleum.in/images/files/BPCL%201QFY24%20transcript-Final.pdf']"
42,BAJAJFINSV,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eff59682-9fcb-4d0d-86ea-e652fadd09fa.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b171128-3f7f-4460-b4f9-94aacb589792.pdf', 'https://www.bajajfinserv.in/fy-bajaj-finance-group-investor-call-organised-by-clsa-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finserv-q1-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/q4-fy21_bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q3-fy21_bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q2-fy21_bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q1-fy21-bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q4-fy20-bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q3-fy20_bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/q2-fy20_bfs-call-transcripts.pdf', 'https://www.bajajfinserv.in/bfs-q1-fy-20-concall-call-transcript.pdf', 'https://www.bajajfinserv.in/q3-fy19-analyst-call-opening-qna.pdf', 'https://www.bajajfinserv.in/q2-fy19-analyst-call-%E2%80%93-qna.pdf', 'https://www.bajajfinserv.in/concall-transcript-%E2%80%93-q4-fy18.pdf', 'https://www.bajajfinserv.in/concall-transcript-%E2%80%93-q3-fy18.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/concall-transcript-q2-fy18.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/4qfy17-bajajfinserv-transcript-new.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/3qfy17-bajajfinserv-transcript.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/2qfy17-bajajfinserv-transcript.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/concall-transcript-q1-fy17.pdf', 'https://www.bajajfinserv.in/media/corporate/downloads/concall-transcript-q4-fy16.pdf']"
43,BAJFINANCE,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01bb9206-59b1-494c-845a-c48f419a6267.pdf', 'https://cms-assets.bajajfinserv.in/is/content/bajajfinance/transcript-q1pdf?scl=1&fmt=pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5d92a755-d1bb-423f-8309-3fdb32a9fa8a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6e7ddefe-9c08-4cd0-a639-173cf2f6bc0b.pdf', 'https://www.bajajfinserv.in/fy-bajaj-finance-q2-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-group-call---organised-by-morgan-stanley-on-16-sep-2021.pdf', 'https://www.bajajfinserv.in/fy-bajaj-finance-q1-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/fy21-bajaj-finance-q4-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q3-fy21-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/fy21-bajaj-finance-q2-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/fy21-bajaj-finance-q1-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q4-conference-call-transcript-2020.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61616afc-c1b3-4663-910d-9cab7896af84.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q3-conference-call-transcript-new.pdf', 'https://www.bajajfinserv.in/earnings-call-transcript-q2-fy-20-new.pdf', 'https://www.bajajfinserv.in/earnings-call-transcript-q1-fy-20-new.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q4-conference-call-transcript-19.pdf', 'https://www.bajajfinserv.in/q3-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/fy19-q2-bajaj-finance-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q4-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q1-conference-call-transcript.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q3-conference-call-transcript-2016.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q2-conference-call-transcript-2016.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q4-conference-call-transcript-2015.pdf', 'https://www.bajajfinserv.in/bajaj-finance-q3-conference-call-transcript-2015.pdf']"
44,BAJAJ-AUTO,"['https://www.bajajauto.com/-/media/Images/bajajauto/media-kit/press-release/new-Quarter-Results/FY2023-24/Transcript-of-Earnings-Conference-Call-Q1-FY24.ashx', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=66fb0fb2-6364-4016-bb02-f3eaf26840fe.pdf', 'https://www.bajajauto.com/-/media/Images/bajajauto/media-kit/press-release/new-Quarter-Results/FY2022-23/Bajaj-Auto-Q3-FY23-Earnings-Call-Transcript.ashx', 'https://www.bajajauto.com/-/media/Images/bajajauto/media-kit/press-release/new-Quarter-Results/FY2022-23/Transcript_Q2-FY23-Earnings-Conference-Call.ashx', 'https://www.bajajauto.com/-/media/Images/bajajauto/media-kit/press-release/new-Quarter-Results/FY2022-23/Bajaj-Auto-Q1-FY23-Earnings-Call-Transcript.ashx', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=814f6890-6560-4e40-8e19-0206f54a6790.pdf']"
45,AXISBANK,"['https://www.axisbank.com/docs/default-source/call-transcript/q2fy24-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q1fy24-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q4fy23-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q3fy23-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q2fy23-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q1fy23-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/axis-banks-q4fy22-earnings-call-script.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/axis-bank-q3fy22-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q2fy22-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q1fy22-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q4fy21-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q3fy21-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q2fy21-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q1fy21-earnings-call-transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e8456ee-2ef6-4d00-a271-90d97084b34c.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q2fy18-earnings-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q4-fy-17-call-transcript.pdf', 'https://www.axisbank.com/docs/default-source/call-transcript/q4-fy16-results-call-script.pdf']"
46,ASIANPAINT,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/1065d24c-707c-4f1a-b20b-b3fc7a34c21c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe292159-09dd-40b9-bffa-99741a5afe41.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0aed4336-c50d-41f6-9b03-b0a9a8782f52.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c84bd13-b939-4a77-be76-b3e928f26fd8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1f4a1b3b-0856-4953-b0f5-d4f2d34a893d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=156f8864-8ba9-4478-ad02-53bbb64d5f75.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=38584fe3-d8fb-437a-934b-3d817f9d6d32.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9831cb5d-0b3f-46cb-af1e-2a67e454b670.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5f9dad5-bea9-458d-bfdf-2a87f5e1923a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e44ccf37-a913-4a69-bdb2-6adc0ee6ce26.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7d68aa83-491b-4115-873c-f13d94ae4474.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18b3d1ed-eede-4646-9ae4-e92369037d59.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/financial-results-2/2020-2021/Conference%20call%20transcript%20-%20Q3FY21%20results.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/financial-results-2/2020-2021/Q2-FY21%20results%20Investor%20call%20transcript%20(1).pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/financial-results-2/2020-2021/Q1FY21%20results%20-%20Earnings%20call%20transcript.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Q2FY20%20Investor%20call%20transcript.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Motilal%20Oswal%20conference%20presentation.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Citi%20conference%20presentation.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Investor%20call%20transcript%20-%20Q3FY19%20results..pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Q3FY18%20results%20-%20Investor%20conference%20call.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/financial-results-2/2017-2018/Asian%20Paints%20Q2%20FY%202018%20Result.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/UBS%20conference%20presentation%20-%20Nov%202017.pdf', 'https://www.asianpaints.com/content/dam/asianpaints/website/secondary-navigation/investors/analyst-presentations-2/Investor%20conference%20call%20Q2-FY18%20results.pdf']"
